Kanji,Plain,Plain negative,Past plain,Past plain negative,Present polite,Present polite negative,Past polite,Past polite negative,Potential,Potential negative,Te,Te negative,Imperative,Imperative negative,Volitional,Volitional negative,Ba,Ba negative,Causative,Causative negative,Chau,Chau negative,Chimau,Chimau negative,I,I negative,Nasai imperative,Nasai imperative negative,Passive,Passive negative,Tara,Tara negative,Frequency ranking,Lexeme,Standard Reading (in Hiragana)
犯す,おかす,おかさない,おかした,おかさなかった,おかします,おかしません,おかしました,おかしません でした,おかせる,おかせない,おかして,おかさないで,おかせ,おかす な,おかそう,,おかせば,おかさなければ,おかさせる,おかさせない,おかしちゃう,,おかしちまう,,おかし,,おかしなさい,,おかされる,おかされない,おかしたら,おかさなかったら,2755.0,踏む,ふむ
築く,きずく,きずかない,きずいた,きずかなかった,きずきます,きずきません,きずきました,きずきません でした,きずける,きずけない,きずいて,きずかないで,きずけ,きずく な,きずこう,,きずけば,きずかなければ,きずかせる,きずかせない,きずいちゃう,,きずいちまう,,きずき,,きずきなさい,,きずかれる,きずかれない,きずいたら,きずかなかったら,2758.0,突く,つく
結びつく,むすびつく,むすびつかない,むすびついた,むすびつかなかった,むすびつきます,むすびつきません,むすびつきました,むすびつきません でした,むすびつける,むすびつけない,むすびついて,むすびつかないで,むすびつけ,むすびつく な,むすびつこう,,むすびつけば,むすびつかなければ,むすびつかせる,むすびつかせない,むすびついちゃう,,むすびついちまう,,むすびつき,,むすびつきなさい,,むすびつかれる,むすびつかれない,むすびついたら,むすびつかなかったら,2764.0,触る,さわる
交わす,かわす,かわさない,かわした,かわさなかった,かわします,かわしません,かわしました,かわしません でした,かわせる,かわせない,かわして,かわさないで,かわせ,かわす な,かわそう,,かわせば,かわさなければ,かわさせる,かわさせない,かわしちゃう,,かわしちまう,,かわし,,かわしなさい,,かわされる,かわされない,かわしたら,かわさなかったら,2775.0,遭う,あう
話し合う,はなしあう,はなしあわない,はなしあった,はなしあわなかった,はなしあいます,はなしあいません,はなしあいました,はなしあいません でした,はなしあえる,はなしあえない,はなしあって,はなしあわないで,はなしあえ,はなしあう な,はなしあおう,,はなしあえば,はなしあわなければ,はなしあわせる,はなしあわせない,はなしあっちゃう,,はなしあっちまう,,はなしあい,,はなしあいなさい,,はなしあわれる,はなしあわれない,はなしあったら,はなしあわなかったら,2784.0,溜まる,たまる
担う,になう,になわない,になった,になわなかった,にないます,にないません,にないました,にないません でした,になえる,になえない,になって,になわないで,になえ,になう な,になおう,,になえば,になわなければ,になわせる,になわせない,になっちゃう,,になっちまう,,にない,,にないなさい,,になわれる,になわれない,になったら,になわなかったら,2790.0,泊まる,とまる
導く,みちびく,みちびかない,みちびいた,みちびかなかった,みちびきます,みちびきません,みちびきました,みちびきません でした,みちびける,みちびけない,みちびいて,みちびかないで,みちびけ,みちびく な,みちびこう,,みちびけば,みちびかなければ,みちびかせる,みちびかせない,みちびいちゃう,,みちびいちまう,,みちびき,,みちびきなさい,,みちびかれる,みちびかれない,みちびいたら,みちびかなかったら,2801.0,交ぜる,まぜる
なくす,なくす,なくさない,なくした,なくさなかった,なくします,なくしません,なくしました,なくしません でした,なくせる,なくせない,なくして,なくさないで,なくせ,なくす な,なくそう,,なくせば,なくさなければ,なくさせる,なくさせない,なくしちゃう,,なくしちまう,,なくし,,なくしなさい,,なくされる,なくされない,なくしたら,なくさなかったら,2805.0,飛び出す,とびだす
引き受ける,ひきうける,ひきうけない,ひきうけた,ひきうけなかった,ひきうけます,ひきうけません,ひきうけました,ひきうけません でした,ひきうけられる,ひきうけられない,ひきうけて,ひきうけないで,ひきうけよ,ひきうける な,ひきうけよう,,ひきうければ,ひきうけなければ,ひきうけさせる,ひきうけさせない,ひきうけちゃう,,ひきうけちまう,,ひきうけ,,ひきうけなさい,,ひきうけられる,ひきうけられない,ひきうけたら,ひきうけなかったら,2816.0,埋める,うめる
次ぐ,つぐ,つがない,ついだ,つがなかった,つぎます,つぎません,つぎました,つぎません でした,つげる,つげない,ついで,つがないで,つげ,つぐ な,つごう,,つげば,つがなければ,つがせる,つがせない,ついじゃう,,ついじまう,,つぎ,,つぎなさい,,つがれる,つがれない,ついだら,つがなかったら,2822.0,褒める,ほめる
壊れる,こわれる,こわれない,こわれた,こわれなかった,こわれます,こわれません,こわれました,こわれません でした,こわれられる,こわれられない,こわれて,こわれないで,こわれよ,こわれる な,こわれよう,,こわれれば,こわれなければ,こわれさせる,こわれさせない,こわれちゃう,,こわれちまう,,こわれ,,こわれなさい,,こわれられる,こわれられない,こわれたら,こわれなかったら,2827.0,収める,おさめる
放る,ひる,ひらない,ひった,ひらなかった,ひります,ひりません,ひりました,ひりません でした,ひれる,ひれない,ひって,ひらないで,ひれ,ひる な,ひろう,,ひれば,ひらなければ,ひらせる,ひらせない,ひっちゃう,,ひっちまう,,ひり,,ひりなさい,,ひられる,ひられない,ひったら,ひらなかったら,2843.0,見上げる,みあげる
敷く,しく,しかない,しいた,しかなかった,しきます,しきません,しきました,しきません でした,しける,しけない,しいて,しかないで,しけ,しく な,しこう,,しけば,しかなければ,しかせる,しかせない,しいちゃう,,しいちまう,,しき,,しきなさい,,しかれる,しかれない,しいたら,しかなかったら,2858.0,晒す,さらす
差し出す,さしだす,さしださない,さしだした,さしださなかった,さしだします,さしだしません,さしだしました,さしだしません でした,さしだせる,さしだせない,さしだして,さしださないで,さしだせ,さしだす な,さしだそう,,さしだせば,さしださなければ,さしださせる,さしださせない,さしだしちゃう,,さしだしちまう,,さしだし,,さしだしなさい,,さしだされる,さしだされない,さしだしたら,さしださなかったら,2863.0,放つ,はなつ
